"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000081923",1549.06690179341,-2.52988619985215,0.0760092150716223,-33.283940604679,6.59333635198285e-243,1.73522484206291e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000163346",2917.79069939981,1.81056662197815,0.0547035654293072,33.0977808808079,3.19857158250799e-240,8.27027157596539e-238,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72415483184774,0.052270178745417,32.9854397522777,1.31371595390071e-238,3.33819753941184e-236,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000163017",4893.9021785664,-1.87095249160939,0.056796458987798,-32.9413580521162,5.62531663228195e-238,1.40518502587409e-235,"ACTG2","72","actin, gamma 2, smooth muscle, enteric"
"ENSG00000152894",4900.8667898464,1.68614754693598,0.0515037604101406,32.7383385894284,4.4496303853657e-235,1.09297754365866e-232,"PTPRK","5796","protein tyrosine phosphatase, receptor type K"
"ENSG00000143341",2279.33849385387,2.05720946152831,0.0629925124085772,32.6579998617136,6.16949915477949e-234,1.49059145152689e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.27117471085412,0.0389873674953602,32.6047843831824,3.50838378773385e-233,8.33976778445507e-231,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030083,3.29744633697211,0.101231296318792,32.5733884369905,9.76966579470629e-233,2.28548149972034e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865862866604,0.0428974831577685,32.3715641675021,6.89960604678736e-230,1.58884990496175e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.33707455466829,0.0417126490998299,-32.0544147524243,1.90540807481068e-225,4.32029295485535e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.41256199109976,0.07591640494477,31.7791917683,1.25508086660461e-221,2.80263360788163e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.42461130949169,0.0449230277989516,-31.7122727316464,1.05244132905735e-220,2.31505676233541e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275935254086,0.0437425189144822,31.6113334772556,2.57958353281735e-219,5.59086795686207e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134864,2.98016310499298,0.0943819980032264,31.5755458460532,7.99977029680194e-219,1.70870455991691e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32640777589476,0.137032426916112,31.572145901957,8.90728611638088e-219,1.87536546833173e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.4892239153328,0.0474102578152776,31.4114283270762,1.41268369841865e-216,2.93241300666113e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66975909685367,0.0850915124175114,-31.3751515398408,4.41713878440932e-216,9.04163769508674e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.14188898915082,0.036398742035032,31.3716608132174,4.92891644454731e-216,9.95100966571757e-214,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.3308413999153,0.043278627646234,-30.7505452990283,1.20242737162048e-207,2.39478035174899e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488854237235,0.0685910546157978,30.6875080746689,8.35476665719505e-207,1.64176734658321e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585504504,0.093444434643535,30.6666294892426,1.58632511882862e-206,3.07621836859161e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025660580232,0.0625712954944659,-30.5292800909207,1.06538890448629e-204,2.03918203562584e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.43610918566831,0.112997108645971,-30.4088239676462,4.19915628913767e-203,7.9342519729886e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564267365e-202,7.33899351161067e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021926021166,0.0574719550823291,30.2794512161415,2.13757566602596e-201,3.93794877073633e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433588974,0.064526275158018,-30.1352329904032,1.67483607637757e-199,3.04737457946328e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287883731513,0.0526625755679931,-30.0569962680891,1.76887795305565e-198,3.17923454538222e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.2831125838806,0.109401846939621,-30.009663234411,7.34108440796958e-198,1.30352893981513e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007282821501,0.0507616652002367,-29.945290845343,5.06708600591564e-197,8.89032304228389e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36365679981928,0.112773759860449,-29.8265909018339,1.76653170171275e-195,3.06295814351089e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740403925645,0.0515649241152613,29.8149190682399,2.50295378356662e-195,4.28936428630288e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487585251,0.0564166020274124,29.7021588616469,7.20118879445339e-194,1.21910139670917e-191,"WLS","79971","wntless Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.72304030581653,0.0580113161433039,29.7017964832955,7.27920497424391e-194,1.21910139670917e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.70836053251436,0.0575941305009801,-29.6620596170871,2.37082760491228e-193,3.92598395968508e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132775322693,0.0469878381894406,29.6103801927962,1.09853407197427e-192,1.79891057252853e-190,"INHBA","3624","inhibin beta A subunit"
"ENSG00000133818",917.65645300902,-2.58022994826016,0.0872303207665116,-29.5795077398217,2.74199550840498e-192,4.44082745086511e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.95677043086937,0.0663760819676469,29.4800532490474,5.18790727350584e-191,8.31080189097055e-189,"KRR1","11103","KRR1, small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.64273183328082,0.0557716992340575,-29.4545774262096,1.10000196954403e-190,1.74320742227312e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.3559277610274,0.0460501468135967,-29.4445914910103,1.47658489888886e-190,2.31509662125787e-188,"NOTCH2","4853","notch 2"
"ENSG00000066279",593.333577786577,-3.10048884488436,0.105364404409317,-29.426340539445,2.52837244887645e-190,3.92243717384644e-188,"ASPM","259266","abnormal spindle microtubule assembly"
"ENSG00000116991",845.465812777274,2.42014865382966,0.0824494805551131,29.3531097774706,2.1808367805366e-189,3.34803879911963e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119412407271,0.0593370029130088,29.3441535398306,2.83733839987348e-189,4.31099931312736e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240040797903,0.0659490998381933,29.1497596281929,8.41282854203411e-187,1.26518639849488e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194735641,0.0635784346604786,29.0450992890568,1.77450737153586e-185,2.64168582239348e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764330926998,0.0520551642912412,-28.9624157333349,1.95798445796592e-184,2.88567749415017e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.94825249993587,0.0673374984046261,-28.9326533669096,4.63895184852136e-184,6.76919528153543e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313136364511,0.0486375337465758,-28.8487358540028,5.25529599788923e-183,7.59338749185211e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098787422404,0.0409964053476771,-28.8071079454033,1.74741559569269e-182,2.50033116983679e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633936532526,0.0644924721217234,28.7838146725342,3.4201534340743e-182,4.84675204917183e-180,"MCC","4163","mutated in colorectal cancers"
"ENSG00000145147",601.510428483162,-2.68630819024388,0.0934361685424187,-28.750196333493,9.00653291076703e-182,1.26417411465604e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.61375816423381,0.0561603408155715,-28.7348356651419,1.40130296494695e-181,1.94833991484794e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.47517609587977,0.0513457668277994,-28.7302378953096,1.59946263250976e-181,2.20307292317093e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777272033214,0.0824391287004357,28.7214670710078,2.05838504418721e-181,2.80893322048436e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422852199,0.135042981006788,28.6078861686843,5.36045723531848e-180,7.24792832423153e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578049857,0.0428453778811087,-28.5957515393693,7.58782489988604e-180,1.016630576132e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.5328064759499,0.0890287130486183,-28.4493214516842,4.96818019479324e-178,6.59649006404169e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379347825324,0.0451331155769111,28.4446013053439,5.68307782229601e-178,7.47832151294631e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607086818914,0.05309317973685,28.3665599923343,5.23024070543649e-177,6.82152986873655e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.05089158349614,0.072450536447528,28.3074727125242,2.79633442010002e-176,3.61512076170475e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257792715065,0.0556189563162793,28.2741358577123,7.18942571815297e-176,9.21371793340334e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.03012530641322,0.0365228239820071,-28.2049741531683,5.08128899017379e-175,6.45586527044666e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.23340373486402,0.114651722467387,-28.2019638717925,5.53212391302862e-175,6.96858480600135e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990575809,0.0659124222515035,-28.1195841761954,5.64505938338279e-174,7.05058349087251e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852031439569,0.0552347208764818,28.0352700226104,6.04067326020753e-173,7.48129768982677e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964804945928,0.0590533753301365,-27.934864692102,1.00679693646614e-171,1.23651443746983e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534841456951,0.095223007420967,27.8855760439345,3.99160114529508e-171,4.86183617184784e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530128373,0.0844340388104778,27.8775637698339,4.99218581986005e-171,6.03072414861454e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570159440179,0.0461355808391991,-27.8678965565205,6.53826231396678e-171,7.83422032384085e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420145493155,0.101922369498233,27.8074525630086,3.52497128832617e-170,4.18959893930251e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.89110241747478,0.0682347241771813,-27.714663469061,4.64849923551731e-169,5.48076653864432e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206737933867,0.077083575154749,27.6591657179683,2.16521595470807e-168,2.53261529686408e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331495718,0.0824087403181919,27.6420111041829,3.48153770060117e-168,4.04022855365827e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088461016642,0.102927885208487,27.503573054399,1.59111519333897e-166,1.83201997808045e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938242123103,0.0575011792253961,-27.4669570695251,4.35865664144379e-166,4.97968074275958e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229970816189,0.0634971554120598,-27.4390198561711,9.39463565780511e-166,1.06506261788255e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302170319718,0.12460504887385,27.3907175836232,3.53782263410566e-165,3.98018549476711e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230082376622,0.102045844416041,-27.3631997436566,7.52227569858733e-165,8.39873479134698e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750868086535,0.0744625133699812,-27.3628781604724,7.58884894797404e-165,8.40935757858958e-163,"SUB1","10923","SUB1 homolog, transcriptional regulator"
"ENSG00000166851",502.683929770066,-3.32923741736564,0.121688980242306,-27.3585776685488,8.537782178193e-165,9.39028610016481e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.5060674228761,0.0550770518403206,-27.344735648569,1.24735223540681e-164,1.36173905521671e-162,"EPG5","57724","ectopic P-granules autophagy protein 5 homolog"
"ENSG00000076641",954.690284174,2.03263249189803,0.0744909395904712,27.286976148681,6.05498647867057e-164,6.56164637666521e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117031,27.2855920323943,6.28835886240983e-164,6.76480532220409e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.13136943575552,0.0788327314550014,27.0366051818479,5.48953560040696e-161,5.86266490426071e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.09766103186872,0.114589407825044,-27.0326995371009,6.10174920670785e-161,6.46961005816261e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02314009581531,0.111928826131834,-27.009486298503,1.14350054446286e-160,1.20377935887811e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444146020619,0.0649482710237021,-26.8589360842196,6.63285047123847e-159,6.93297519468883e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.43654751178456,0.0535105895728428,-26.8460415639602,9.38172345961212e-159,9.7371718554763e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417343908721,0.0754066746167346,-26.8434253250838,1.00652903751439e-158,1.03735838845364e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.72034861201849,0.0641522056013022,26.8166713193033,2.06537849050203e-158,2.11385751340409e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860141666892,0.0510598851183176,-26.8038483341188,2.9141495492401e-158,2.96198179701384e-156,"TMSB4X","7114","thymosin beta 4, X-linked"
"ENSG00000147883",1092.60954361111,2.17982979414409,0.0813913277490783,26.7820891294991,5.22461751931915e-158,5.27400089039217e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.06902763029456,0.0775868069490268,-26.667260990053,1.12889681717264e-156,1.13181505384288e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579702546752,0.0580504861983735,-26.628494035091,3.17640061143229e-156,3.16309406833034e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049306990604,0.102236933789502,-26.609689561967,5.24361484762073e-156,5.18660373317009e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138903,0.207771211150543,26.5933696049238,8.099146713847e-156,7.95768161791181e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647209041366,0.0383140645960309,-26.5299988693698,4.37010120228227e-155,4.26533453769776e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975936183523,0.0415181814587572,26.4886207245781,1.31083404965835e-154,1.27099159367532e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984526554,0.113333403661541,-26.4103057753772,1.04333197748492e-153,1.00500828001129e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.34488157106238,0.0509516590464066,-26.3952459298227,1.55365451405838e-153,1.48686754728522e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.80821461978079,0.106412974126204,26.3897766493238,1.79528645082727e-153,1.70702785240596e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365485522,0.050222827933619,26.3717458643667,2.89073835956585e-153,2.73100653482574e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995059231502,0.0652353713398729,26.3653069950988,3.42649866345244e-153,3.21654377719504e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884326164853,0.0638947462222186,26.2751377994319,3.69006166046756e-152,3.44203346531462e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.00330193005953,0.0382024988810278,-26.262730435097,5.11430935104725e-152,4.74054661734179e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136342762,0.134086230010596,26.1601162412459,7.56116217027663e-151,6.96477550409606e-149,"RIPOR3","140876","RIPOR family member 3"
